"id","authors_eng","book_authors","group_authors","book_group_authors","researcherid","orcid","editors","Z2","title","X1","Y1","Z1","FT","part_patent","AE","Z3","source_title","S1","book_series_title","book_series_subtitle","volume","issue","special_issue","meeting_abstract_number","start_page","ending_page","article_number","doi","book_doi","supplement","pub_date","pub_year","abstract","X4","Y4","Z4","AK","conference_title","conference_date","conference_sponsor","conference_location","cited_wos_core","Z8","ZR","ZB","ZS","Z9","usage_last_180","usage_2013","issn","eissn","isbn","accession_num","pubmed_id","pub_type","sig_fault","diff_time","orig_article_journal","orig_article_year_volume","orig_article_issue","orig_article_page","orig_article_link","orig_article_animal","orig_article_methods_used","orig_article_main_q","orig_article_type_of_state_manipulation","orig_article_within_between_ss","orig_article_dependent_variable","orig_article_country_authors","orig_article_seriousness_of_mistake"
"67","Shibasaki, Masahiro; Ishii, Kazunori; Masukawa, Daiki; Ando, Koji; Ikekubo, Yuiko; Ishikawa, Yutori; Shibasaki, Yumiko; Mori, Tomohisa; Suzuki, Tsutomu",NA,NA,NA,NA,NA,NA,NA,"Implication of mGlu(5) receptor in the enhancement of morphine-induced hyperlocomotion under chronic treatment with zolpidem",NA,NA,NA,NA,NA,NA,NA,"EUROPEAN JOURNAL OF PHARMACOLOGY",NA,NA,NA,"738",NA,NA,NA,"360","367",NA,"10.1016/j.ejphar.2014.06.001",NA,NA,"SEP 5 2014","2014","Long-term exposure to zolpidem induces drug dependence, and it is well known that the balance between the GABAergic and glutamatergic systems plays a critical role in maintaining the neuronal network In the present study, we investigated the interaction between GAB(AA) receptor alpha 1 subunit and mGlu(5) receptor in the limbic forebrain including the N.Acc. after treatment with zolpidem for 7 clays. mGlu(5) receptor protein levels were significantly increased after treatment with zolpidem for 7 days, and this change was accompanied by the up regulation of phospholipase C beta 1 and calcium/calmodulin-dependent protein kinase II alpha, which are downstream of mGlu(5) receptor in the limbic forebrain. To confirm that mGlu(5) receptor is directly involved in dopamine-related behavior in mice following chronic treatment with zolpidem, we measured morphine-induced hyperlocomotion after chronic treatment with zolpidem in the presence or absence of an mGlu(5) receptor antagonist. Although chronic treatment with zolpidem significantly enhanced morphine-induced hyperlocomotion, this enhancement of morphine-induced hyperlocomotion was suppressed by treating it with the mGlu(5) receptor antagonist MPEP. These results suggest that chronic treatment with zolpidem caused neural plasticity in response to activation of the mesolimbic dopaminergic system accompanied by an increase in mGlu(5) receptor. (C) 2014 Elsevier B.V. All rights reserved.",NA,NA,NA,NA,NA,NA,NA,NA,"1","0","0","1","0","1",NA,NA,"0014-2999","1879-0712",NA,"WOS:000339998000045","24930812","J",1,3,"JN","2010 (30)","21","7139","http://www.jneurosci.org/cgi/reprint/30/21/7139","mice","","YES","two doses of pharma","between","behavior","US","potentially serious: relevant info is missing"
"126","Craigmyle, Nancy A.",NA,NA,NA,NA,NA,NA,NA,"The beneficial effects of meditation: contribution of the anterior cingulate and locus coeruleus",NA,NA,NA,NA,NA,NA,NA,"FRONTIERS IN PSYCHOLOGY",NA,NA,NA,"4",NA,NA,NA,NA,NA,"731","10.3389/fpsyg.2013.00731",NA,NA,"OCT 16 2013","2013","During functional magnetic resonance imaging studies of meditation the cortical salience detecting and executive networks become active during awareness of mind wandering, shifting, and sustained attention. The anterior cingulate (AC) is activated during awareness of mind wandering. The AC modulates both the peripheral sympathetic nervous system (SNS) and the central locus coeruleus (LC) norepinephrine systems, which form the principal neuromodulatory system, regulating in multiple ways both neuronal and non-neuronal cells to maximize adaptation in changing environments. The LC is the primary source of central norepinephrine (C-NE) and nearly the exclusive source of cortical norepinephrine. Normally activated by novel or salient stimuli, the AC initially inhibits the SNS reflexively, lowering peripheral norepinephrine and activates the LC, increasing C-NE. Moderate levels of C-NE enhance working memory through alpha 2 adrenergic receptors, while higher levels of C-NE, acting on alpha 1 and beta receptors, enhance other executive network functions such as the stopping of ongoing behavior, attentional set-shifting, and sustained attention. The actions of the AC on both the central and peripheral noradrenergic systems are implicated in the beneficial effects of meditation. This paper will explore some of the known functions and interrelationships of the AC, SNS, and LC with respect to their possible relevance to meditation.",NA,NA,NA,NA,NA,NA,NA,NA,"3","0","0","0","0","3",NA,NA,"1664-1078",NA,NA,"WOS:000331242800001","24137145","J",1,2,"JoN","2009","16-Sep","11615","37","humans","amygdala, fear","YES","fearful vs neutral faces","within","DTI","US","unclear"
"133","Hossaini, Mehdi; Goos, Jacqueline A. C.; Kohli, Somesh K.; Holstege, Jan C.",NA,NA,NA,NA,NA,NA,NA,"Distribution of Glycine/GABA Neurons in the Ventromedial Medulla with Descending Spinal Projections and Evidence for an Ascending Glycine/GABA Projection",NA,NA,NA,NA,NA,NA,NA,"PLOS ONE",NA,NA,NA,"7","4",NA,NA,NA,NA,"e35293","10.1371/journal.pone.0035293",NA,NA,"APR 30 2012","2012","The ventromedial medulla (VM), subdivided in a rostral (RVM) and a caudal (CVM) part, has a powerful influence on the spinal cord. In this study, we have identified the distribution of glycine and GABA containing neurons in the VM with projections to the cervical spinal cord, the lumbar dorsal horn, and the lumbar ventral horn. For this purpose, we have combined retrograde tracing using fluorescent microspheres with fluorescent in situ hybridization (FISH) for glycine transporter 2 (GlyT2) and GAD67 mRNAs to identify glycinergic and/or GABAergic (Gly/GABA) neurons. Since the results obtained with FISH for GlyT2, GAD67, or GlyT2+GAD67 mRNAs were not significantly different, we concluded that glycine and GABA coexisted in the various projection neurons. After injections in the cervical cord, we found that 29% +/- 1 (SEM) of the retrogradely labeled neurons in the VM were Gly/GABA (RVM: 43%; CVM: 21%). After lumbar dorsal horn injections 31% +/- 3 of the VM neurons were Gly/GABA (RVM: 45%; CVM: 12%), and after lumbar ventral horn injections 25% +/- 2 were Gly/GABA (RVM: 35%; CVM: 17%). In addition, we have identified a novel ascending Gly/GABA pathway originating from neurons in the area around the central canal (CC) throughout the spinal cord and projecting to the RVM, emphasizing the interaction between the ventromedial medulla and the spinal cord. The present study has now firmly established that GABA and glycine are present in many VM neurons that project to the spinal cord. These neurons strongly influence spinal processing, most notably the inhibition of nociceptive transmission.",NA,NA,NA,NA,NA,NA,NA,NA,"11","0","0","8","0","11",NA,NA,"1932-6203",NA,NA,"WOS:000305340200012","22558137","J",1,1,"JoN","2009","22-Jul","9366","29","rats","EMG, sleep, lesions","YES","control vs SOM lesions","between","EMG","US","data suggest: not serious"
"12","Sadacca, Brian F.; Mukherjee, Narendra; Vladusich, Tony; Li, Jennifer X.; Katz, Donald B.; Miller, Paul",NA,NA,NA,NA,NA,NA,NA,"The Behavioral Relevance of Cortical Neural Ensemble Responses Emerges Suddenly",NA,NA,NA,NA,NA,NA,NA,"JOURNAL OF NEUROSCIENCE",NA,NA,NA,"36","3",NA,NA,"655","669",NA,"10.1523/JNEUROSCI.2265-15.2016",NA,NA,"JAN 20 2016","2016","Whereas many laboratory-studied decisions involve a highly trained animal identifying an ambiguous stimulus, many naturalistic decisions do not. Consumption decisions, for instance, involve determining whether to eject or consume an already identified stimulus in the mouth and are decisions that can be made without training. By standard analyses, rodent cortical single-neuron taste responses come to predict such consumption decisions across the 500 ms preceding the consumption or rejection itself; decision-related firing emerges well after stimulus identification. Analyzing single-trial ensemble activity using hidden Markov models, we show these decision-related cortical responses to be part of a reliable sequence of states (each defined by the firing rates within the ensemble) separated by brief state-to-state transitions, the latencies of which vary widely between trials. When we aligned data to the onset of the (late-appearing) state that dominates during the time period in which single-neuron firing is correlated to taste palatability, the apparent ramp in stimulus-aligned choice-related firing was shown to be a much more precipitous coherent jump. This jump in choice-related firing resembled a step function more than it did the output of a standard (ramping) decision-making model, and provided a robust prediction of decision latency in single trials. Together, these results demonstrate that activity related to naturalistic consumption decisions emerges nearly instantaneously in cortical ensembles.",NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0",NA,NA,"0270-6474",NA,NA,"WOS:000368355100004","26791199","J",1,5,"NN","2010 (13)","","158","","rats","","YES","nasal infusions made subjects temporarily anosmic vs vehicle infusions","between","behavioral","US","not serious"
"35","Dittrich, Falk; ter Maat, Andries; Jansen, Rene F.; Pieneman, Anton; Hertel, Moritz; Frankl-Vilches, Carolina; Gahr, Manfred",NA,NA,NA,NA,NA,NA,NA,"Maximized song learning of juvenile male zebra finches following BDNF expression in the HVC",NA,NA,NA,NA,NA,NA,NA,"EUROPEAN JOURNAL OF NEUROSCIENCE",NA,NA,NA,"38","9",NA,NA,"3338","3344",NA,"10.1111/ejn.12329",NA,NA,"41579","2013","During song learning, vocal patterns are matched to an auditory memory acquired from a tutor, a process involving sensorimotor feedback. Song sensorimotor learning and song production of birds is controlled by a set of interconnected brain nuclei, the song control system. In male zebra finches, the beginning of the sensorimotor phase of song learning parallels an increase of the brain-derived neurotrophic factor (BDNF) in just one part of the song control system, the forebrain nucleus HVC. We report here that transient BDNF-mRNA upregulation in the HVC results in a maximized copying of song syllables. Each treated bird shows motor learning to an extent similar to that of the selected best learners among untreated zebra finches. Because this result was not found following BDNF overexpression in the target areas of HVC within the song system, HVC-anchored mechanisms are limiting sensorimotor vocal learning.",NA,NA,NA,NA,NA,NA,NA,NA,"4","1","0","4","0","5",NA,NA,"0953-816X","1460-9568",NA,"WOS:000330101300008","23930698","J",1,2,"Nature","2010","18-Feb","948","8759","birds","","YES","2 groups with different levels of spine turnover","between","HVC dendritic spine turnover","US","potentially serious, because we don't know the sem of the pre vs post tutoring difference"
"97","Schultz, Wolfram",NA,NA,NA,NA,NA,NA,NA,"Dopamine reward prediction-error signalling: a two-component response",NA,NA,NA,NA,NA,NA,NA,"NATURE REVIEWS NEUROSCIENCE",NA,NA,NA,"17","3",NA,NA,"183","195",NA,"10.1038/nrn.2015.26",NA,NA,"42430","2016","Environmental stimuli and objects, including rewards, are often processed sequentially in the brain. Recent work suggests that the phasic dopamine reward prediction-error response follows a similar sequential pattern. An initial brief, unselective and highly sensitive increase in activity unspecifically detects a wide range of environmental stimuli, then quickly evolves into the main response component, which reflects subjective reward value and utility. This temporal evolution allows the dopamine reward prediction-error signal to optimally combine speed and accuracy.",NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0",NA,NA,"1471-003X","1471-0048",NA,"WOS:000371392800010","26865020","J",1,5,"Science","2009","22-May","1083","5930","mice","optogenetic tools, DA neurons","YES","phasic vs. tonic","between","behavioral","US ","potentially serious"
"152","Mathewson, Kyle E.; Beck, Diane M.; Ro, Tony; Maclin, Edward L.; Low, Kathy A.; Fabiani, Monica; Gratton, Gabriele",NA,NA,NA,"Beck, Diane/F-7536-2010;","Beck, Diane/0000-0001-9802-5828; Fabiani, Monica/0000-0002-7579-2773",NA,NA,"Dynamics of Alpha Control: Preparatory Suppression of Posterior Alpha Oscillations by Frontal Modulators Revealed with Combined EEG and Event-related Optical Signal",NA,NA,NA,NA,NA,NA,NA,"JOURNAL OF COGNITIVE NEUROSCIENCE",NA,NA,NA,"26","10",NA,NA,"2400","2415",NA,"10.1162/jocn_a_00637",NA,NA,"41913","2014","We investigated the dynamics of brain processes facilitating conscious experience of external stimuli. Previously, we proposed that alpha (8-12 Hz) oscillations, which fluctuate with both sustained and directed attention, represent a pulsed inhibition of ongoing sensory brain activity. Here we tested the prediction that inhibitory alpha oscillations in visual cortex are modulated by top-down signals from frontoparietal attention networks. We measured modulations in phase-coherent alpha oscillations from superficial frontal, parietal, and occipital cortices using the event-related optical signal (EROS), a measure of neuronal activity affording high spatiotemporal resolution, along with concurrently recorded EEG, while participants performed a visual target detection task. The pretarget alpha oscillations measured with EEG and EROS from posterior areas were larger for subsequently undetected targets, supporting alpha's inhibitory role. Using EROS, we localized brain correlates of these awareness-related alpha oscillations measured at the scalp to the cuneus and precuneus. Crucially, EROS alpha suppression correlated with posterior EEG alpha power across participants. Sorting the EROS data based on EEG alpha power quartiles to investigate alpha modulators revealed that suppression of posterior alpha was preceded by increased activity in regions of the dorsal attention network and decreased activity in regions of the cingulo-opercular network. Cross-correlations revealed the temporal dynamics of activity within these preparatory networks before posterior alpha modulation. The novel combination of EEG and EROS afforded localization of the sources and correlates of alpha oscillations and their temporal relationships, supporting our proposal that top-down control from attention networks modulates both posterior alpha and awareness of visual stimuli.",NA,NA,NA,NA,NA,NA,NA,NA,"5","0","0","3","0","5",NA,NA,"0898-929X","1530-8898",NA,"WOS:000341572600018","24702458","J",1,3,"JoN","2009","04-Mar","2727","9","humans","visual awareness, alpha phase","YES","high vs low alpha power","within","behavioral","US","unclear"
"97","Rein, Martin L.; Deussing, Jan M.",NA,NA,NA,"babakinejad, babak/G-2674-2012",NA,NA,NA,"The optogenetic (r)evolution",NA,NA,NA,NA,NA,NA,NA,"MOLECULAR GENETICS AND GENOMICS",NA,NA,NA,"287","2",NA,NA,"95","109",NA,"10.1007/s00438-011-0663-7",NA,NA,"40940","2012","Optogenetics is a rapidly evolving Weld of technology that allows optical control of genetically targeted biological systems at high temporal and spatial resolution. By heterologous expression of light-sensitive microbial membrane proteins, opsins, cell type-specific depolarization or silencing can be optically induced on a millisecond time scale. What started in a petri dish is applicable today to more complex systems, ranging from the dissection of brain circuitries in vitro to behavioral analyses in freely moving animals. Persistent technical improvement has focused on the identification of new opsins, suitable for optogenetic purposes and genetic engineering of existing ones. Optical stimulation can be combined with various readouts defined by the desired resolution of the experimental setup. Although recent developments in optogenetics have largely focused on neuroscience it has lately been extended to other targets, including stem cell research and regenerative medicine. Further development of optogenetic approaches will not only highly increase our insight into health and disease states but might also pave the way for a future use in therapeutic applications.",NA,NA,NA,NA,NA,NA,NA,NA,"19","0","0","14","0","20",NA,NA,"1617-4615",NA,NA,"WOS:000302464700001","22183142","J",1,1,"Science","2009","22-May","1083","5930","mice","optogenetic tools, DA neurons","YES","phasic vs. tonic","between","behavioral","US ","potentially serious"
"155","Forbes, Chad E.; Grafman, Jordan",NA,NA,NA,NA,"Grafman, Jordan H./0000-0001-8645-4457",NA,NA,"Social neuroscience: the second phase",NA,NA,NA,NA,NA,NA,NA,"FRONTIERS IN HUMAN NEUROSCIENCE",NA,NA,NA,"7",NA,NA,NA,NA,NA,"20","10.3389/fnhum.2013.00020",NA,NA,"FEB 6 2013","2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,"7","0","0","2","0","7",NA,NA,"1662-5161",NA,NA,"WOS:000314641800001","23390416","J",1,2,"JoN","2009","07-Jan","102","1","humans","post-error slowing, EEG","YES","F5 vs F6","within","behavioral","US","potentially serious"
"155","Kao, Shih-Chun; Huang, Chung-Ju; Hung, Tsung-Min",NA,NA,NA,NA,"Hung, Tsung-Min/0000-0002-8118-0837",NA,NA,"Frontal Midline Theta is a Specific Indicator of Optimal Attentional Engagement During Skilled Putting Performance",NA,NA,NA,NA,NA,NA,NA,"JOURNAL OF SPORT & EXERCISE PSYCHOLOGY",NA,NA,NA,"35","5",NA,NA,"470","478",NA,NA,NA,NA,"41548","2013","The purpose of this study was to determine whether frontal midline theta activity (Fm theta), an indicator of top-down sustained attention, can be used to distinguish an individual's best and worst golf putting performances during the pre-putt period. Eighteen golfers were recruited and asked to perform 100 putts in a self-paced simulated putting task. We then compared the Fm theta power of each individual's 15 best and worst putts. The results indicated that theta power in the frontal brain region significantly increased in both best and worst putts, compared with other midline regions. Moreover, the Fm theta power significantly decreased for the best putts compared with the worst putts. These findings suggest that Fm theta is a manifestation of sustained attention during a skilled performance and that optimal attentional engagement, as characterized by a lower Frne power, is beneficial for successful skilled performance rather than a higher Fm0 power reflecting excessive attentional control.",NA,NA,NA,NA,NA,NA,NA,NA,"5","0","0","2","0","5",NA,NA,"0895-2779","1543-2904",NA,"WOS:000326855600003","24197715","J",1,2,"JoN","2009","07-Jan","102","1","humans","post-error slowing, EEG","YES","F5 vs F6","within","behavioral","US","potentially serious"
"152","Keil, Julian; Mueller, Nadia; Ihssen, Niklas; Weisz, Nathan",NA,NA,NA,"Ihssen, Niklas/B-6324-2012; Weisz, Nathan/K-3325-2015; Cognitive Neuroscience, Centre for/C-7888-2011;","Weisz, Nathan/0000-0001-7816-0037",NA,NA,"On the Variability of the McGurk Effect: Audiovisual Integration Depends on Prestimulus Brain States",NA,NA,NA,NA,NA,NA,NA,"CEREBRAL CORTEX",NA,NA,NA,"22","1",NA,NA,"221","231",NA,"10.1093/cercor/bhr125",NA,NA,"40909","2012","The McGurk effect demonstrates the influence of visual cues on auditory perception. Mismatching information from both sensory modalities can fuse to a novel percept that matches neither the auditory nor the visual stimulus. This illusion is reported in 60-80% of trials. We were interested in the impact of ongoing brain oscillations-indexed by fluctuating local excitability and interareal synchronization-on upcoming perception of identical stimuli. The perception of the McGurk effect is preceded by high beta activity in parietal, frontal, and temporal areas. Beta activity is pronounced in the left superior temporal gyrus (lSTG), which is considered as a site of multimodal integration. This area is functionally (de)coupled to distributed frontal and temporal regions in illusion trials. The disposition to fuse multisensory information is enhanced as the lSTG is more strongly coupled to frontoparietal regions. Illusory perception is accompanied by a decrease in poststimulus theta-band activity in the cuneus, precuneus, and left superior frontal gyrus. Event-related activity in the left middle temporal gyrus is pronounced during illusory perception. Thus, the McGurk effect depends on fluctuating brain states suggesting that functional connectedness of left STS at a prestimulus stage is crucial for an audiovisual percept.",NA,NA,NA,NA,NA,NA,NA,NA,"41","0","0","32","0","41",NA,NA,"1047-3211",NA,NA,"WOS:000298190500020","21625011","J",1,1,"JoN","2009","04-Mar","2727","9","humans","visual awareness, alpha phase","YES","high vs low alpha power","within","behavioral","US","unclear"
"77","Zhang, Gong-Hang; Li, Hao; Song, Yan; Yu, Cong",NA,NA,NA,NA,NA,NA,NA,"ERP C1 is top-down modulated by orientation perceptual learning",NA,NA,NA,NA,NA,NA,NA,"JOURNAL OF VISION",NA,NA,NA,"15","10",NA,NA,NA,NA,"8","10.1167/15.10.8",NA,NA,"2015","2015","The brain site of perceptual learning has been frequently debated. Recent psychophysical evidence for complete learning transfer to new retinal locations and orientations/directions suggests that perceptual learning may mainly occur in high-level brain areas. Contradictorily, ERP C1 changes associated with perceptual learning are cited as evidence for training-induced plasticity in the early visual cortex. However, C1 can be top-down modulated, which suggests the possibility that C1 changes may result from top-down modulation of the early visual cortex by high-level perceptual learning. To single out the potential top-down impact, we trained observers with a peripheral orientation discrimination task and measured C1 changes at an untrained diagonal quadrant location where learning transfer was previously known to be significant. Our assumption was that any C1 changes at this untrained location would indicate top-down modulation of the early visual cortex, rather than plasticity in the early visual cortex. The expected learning transfer was indeed accompanied with significant C1 changes. Moreover, C1 changes were absent in an untrained shape discrimination task with the same stimuli. We conclude that ERP C1 can be top-down modulated in a task-specific manner by high-level perceptual learning, so that C1 changes may not necessarily indicate plasticity in the early visual cortex. Moreover, learning transfer and associated C1 changes may indicate that learning-based top-down modulation can be remapped to early visual cortical neurons at untrained locations to enable learning transfer.",NA,NA,NA,NA,NA,NA,NA,NA,"1","0","0","1","0","1",NA,NA,"1534-7362",NA,NA,"WOS:000365204300008","26370168","J",1,4,"JN","2010 (30)","37","12323","http://www.jneurosci.org/cgi/reprint/30/37/12323","human","psychophysics, modeling","YES","trained vs untrained orientation","within","behavior","CHI","unlikely to be serious because enormous difference between p values"
"146","Sahraie, Arash; Trevethan, Ceri T.; MacLeod, Mary Joan; Urquhart, James; Weiskrantz, Lawrence",NA,NA,NA,NA,NA,NA,NA,"Pupil response as a predictor of blindsight in hemianopia",NA,NA,NA,NA,NA,NA,NA,"PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA",NA,NA,NA,"110","45",NA,NA,"18333","18338",NA,"10.1073/pnas.1318395110",NA,NA,"NOV 5 2013","2013","Significantly above-chance detection of stimuli presented within the field defect of patients with postgeniculate lesions is termed ""blindsight."" It has been proposed that those with blindsight are more likely to benefit from visual rehabilitation by repeated stimulation, leading to increased visual sensitivity within their field defect. Establishing the incidence of blindsight and developing an objective and reliable method for its detection are of great interest. Sudden onsets of a grating pattern in the absence of any change in light flux result in a transient constriction of the pupil, termed ""pupil grating response."" The existence of pupil grating responses for stimuli presented within the blindfield has previously been reported in a hemianopic patient and two monkeys with removal of the primary visual cortex unilaterally. Here, we have systematically investigated the presence of a spatial channel of processing at a range of spatial frequencies using a psychophysical forced-choice technique and obtained the corresponding pupil responses in the blindfield of 19 hemianopic patients. In addition, in 13 cases we determined the pupil responses in a sighted field location that matched the blindfield eccentricities. Our findings demonstrate that blindfield pupil responses are similar to those for the sighted field, but attenuated in amplitude. Pupillometry correctly characterized the presence or absence of a significant psychophysical response and thus is worth measuring in the cortically blindfields as a predictor of intact psychophysical capacity. The incidence of blindsight where detection performance had been investigated psychophysically over a range of spatial frequencies was 70%.",NA,NA,NA,NA,NA,NA,NA,NA,"3","0","0","2","0","3",NA,NA,"0027-8424",NA,NA,"WOS:000326550800071","24145420","J",1,2,"JoN","2009","01-Apr","3985","13","humans","training in patients with V1 damage","YES","pre-training vs post-training","within","behavioral","US","data suggest: not serious"
"100","O'Hora, Denis; Carey, Rachel; Kervick, Aoife; Crowley, David; Dabrowski, Maciej",NA,NA,NA,NA,NA,NA,NA,"Decisions in Motion: Decision Dynamics during Intertemporal Choice reflect Subjective Evaluation of Delayed Rewards",NA,NA,NA,NA,NA,NA,NA,"SCIENTIFIC REPORTS",NA,NA,NA,"6",NA,NA,NA,NA,NA,"20740","10.1038/srep20740",NA,NA,"FEB 12 2016","2016","People tend to discount rewards or losses that occur in the future. Such delay discounting has been linked to many behavioral and health problems, since people choose smaller short-term gains over greater long-term gains. We investigated whether the effect of delays on the subjective value of rewards is expressed in how people move when they make choices. Over 600 patrons of the RISK LAB exhibition hosted by the Science Gallery Dublin (TM) played a short computer game in which they used a computer mouse to choose between amounts of money at various delays. Typical discounting effects were observed and decision dynamics indicated that choosing smaller short-term rewards became easier (i.e., shorter response times, tighter trajectories, less vacillation) as the delays until later rewards increased. Based on a sequence of choices, subjective values of delayed outcomes were estimated and decision dynamics during initial choices predicted these values. Decision dynamics are affected by subjective values of available options and thus provide a means to estimate such values.",NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0",NA,NA,"2045-2322",NA,NA,"WOS:000369933700001","26867497","J",1,5,"Science","2009","01-May","647","5927","human","BOLD","YES","self-control vs. non self-control","between","BOLD beta's","US","data suggest: not serious"
"52","Badrinarayan, Aneesha; Prater, Katherine E.; Orsini, Caitlin A.",NA,NA,NA,NA,NA,NA,NA,"The Role of the Central Amygdala in Selecting Circuits and Responses",NA,NA,NA,NA,NA,NA,NA,"JOURNAL OF NEUROSCIENCE",NA,NA,NA,"32","25",NA,NA,"8431","8433",NA,"10.1523/JNEUROSCI.1820-12.2012",NA,NA,"JUN 20 2012","2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0",NA,NA,"0270-6474",NA,NA,"WOS:000305678500001","22723682","J",1,1,"Neuron","2010","","656","http://www.sciencedirect.com/science?_ob=MImg&_imagekey=B6WSS-50VVCP5-G-T&_cdi=7054&_user=530453&_pii=S0896627310005465&_origin=browse&_zone=rslt_list_item&_coverDate=08%2F26%2F2010&_sk=999329995&wchp=dGLbVzW-zSkzV&md5=75e44775d6a9a3be630e014e9f7a0079&ie=/sdarticle.pdf","mice","","YES","control vs knockout mice","between","behavior","ITA","potentially serious: relevant info is missing"
"6","Woolley, Daniel G.; Mantini, Dante; Coxon, James P.; D'Hooge, Rudi; Swinnen, Stephan P.; Wenderoth, Nicole",NA,NA,NA,"Wenderoth, Nicole/D-7262-2015; Mantini, Dante/D-6989-2014;","Wenderoth, Nicole/0000-0002-3246-9386; Mantini, Dante/0000-0001-6485-5559; Coxon, James/0000-0003-2351-8489",NA,NA,"Virtual Water Maze Learning in Human Increases Functional Connectivity Between Posterior Hippocampus and Dorsal Caudate",NA,NA,NA,NA,NA,NA,NA,"HUMAN BRAIN MAPPING",NA,NA,NA,"36","4",NA,NA,"1265","1277",NA,"10.1002/hbm.22700",NA,NA,"42095","2015","Recent work has demonstrated that functional connectivity between remote brain regions can be modulated by task learning or the performance of an already well-learned task. Here, we investigated the extent to which initial learning and stable performance of a spatial navigation task modulates functional connectivity between subregions of hippocampus and striatum. Subjects actively navigated through a virtual water maze environment and used visual cues to learn the position of a fixed spatial location. Resting-state functional magnetic resonance imaging scans were collected before and after virtual water maze navigation in two scan sessions conducted 1 week apart, with a behavior-only training session in between. There was a large significant reduction in the time taken to intercept the target location during scan session 1 and a small significant reduction during the behavior-only training session. No further reduction was observed during scan session 2. This indicates that scan session 1 represented initial learning and scan session 2 represented stable performance. We observed an increase in functional connectivity between left posterior hippocampus and left dorsal caudate that was specific to scan session 1. Importantly, the magnitude of the increase in functional connectivity was correlated with offline gains in task performance. Our findings suggest cooperative interaction occurs between posterior hippocampus and dorsal caudate during awake rest following the initial phase of spatial navigation learning. Furthermore, we speculate that the increase in functional connectivity observed during awake rest after initial learning might reflect consolidation-related processing. Hum Brain Mapp 36:1265-1277, 2015. (c) 2014 Wiley Periodicals, Inc.",NA,NA,NA,NA,NA,NA,NA,NA,"3","0","0","2","0","3",NA,NA,"1065-9471","1097-0193",NA,"WOS:000351737800003","25418860","J",1,4,"NN","2010 (13)","","995","","rats","","YES","injection of NMDAR antagonist vs drug-free","between","correlation between memory performance and cell synchrony","UK","potentially serious (vergelijking sign en nonsign correlaties)"
"28","Ramanathan, Dhakshin S.; Gulati, Tanuj; Ganguly, Karunesh",NA,NA,NA,NA,NA,NA,NA,"Sleep-Dependent Reactivation of Ensembles in Motor Cortex Promotes Skill Consolidation",NA,NA,NA,NA,NA,NA,NA,"PLOS BIOLOGY",NA,NA,NA,"13","9",NA,NA,NA,NA,"e1002263","10.1371/journal.pbio.1002263",NA,NA,"42248","2015","Despite many prior studies demonstrating offline behavioral gains in motor skills after sleep, the underlying neural mechanisms remain poorly understood. To investigate the neurophysiological basis for offline gains, we performed single-unit recordings in motor cortex as rats learned a skilled upper-limb task. We found that sleep improved movement speed with preservation of accuracy. These offline improvements were linked to both replay of task-related ensembles during non-rapid eye movement (NREM) sleep and temporal shifts that more tightly bound motor cortical ensembles to movements; such offline gains and temporal shifts were not evident with sleep restriction. Interestingly, replay was linked to the coincidence of slow-wave events and bursts of spindle activity. Neurons that experienced the most consistent replay also underwent the most significant temporal shift and binding to the motor task. Significantly, replay and the associated performance gains after sleep only occurred when animals first learned the skill; continued practice during later stages of learning (i.e., after motor kinematics had stabilized) did not show evidence of replay. Our results highlight how replay of synchronous neural activity during sleep mediates large-scale neural plasticity and stabilizes kinematics during early motor learning.",NA,NA,NA,NA,NA,NA,NA,NA,"1","0","0","0","0","1",NA,NA,"1545-7885",NA,NA,"WOS:000362266100025","26382320","J",1,4,"NN","2009 (12)","3","333","http://www.nature.com/neuro/journal/v12/n3/pdf/nn.2261.pdf","mice","lesions, behavior, more","YES","early vs late training (met exp en sham-lesioned mice)","within","behavioral","US","potentially serious; dit is een voorbeeld van type 2 fout: 2 tijdsmomenten met elkaar vergelijken zonder tijd mee te nemen in design"
