"index","PT","AU","BA","BE","GP","AF","BF","CA","TI","SO","SE","BS","LA","DT","CT","CY","CL","SP","HO","DE","ID","AB","C1","RP","EM","RI","OI","FU","FX","CR","NR","TC","Z9","U1","U2","PU","PI","PA","SN","EI","BN","J9","JI","PD","PY","VL","IS","PN","SU","SI","MA","BP","EP","AR","DI","D2","PG","WC","SC","GA","UT","PM","X","year","X.1","X.2","X.3","X.4","X.5","X.6","X.7","X.8","X.9","X.10","X.11","X.12","X.13","X.14","X.15","X.16","X.17","X.18","X.19","X.20","X.21","X.22","X.23","X.24","X.25","X.26"
1887,"J","Ozdemir, O; Erol, AYG",NA,"",NA,"Ozdemir, O.; Erol, A. Yasemin Goksu",NA,"","Preventative and Therapeutic Probiotic Use in Allergic Skin Conditions: Experimental and Clinical Findings (Retraction of 932391, 2013)","BIOMED RESEARCH INTERNATIONAL","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2314-6133","2314-6141","",NA,NA,"",2014,"","","",NA,"",NA,"","","965213","10.1155/2014/965213","",NA,"Biotechnology & Applied Microbiology; Medicine, Research & Experimental","Biotechnology & Applied Microbiology; Research & Experimental Medicine",NA,"WOS:000337486400001",NA,NA,2013,"Ozdemir, O"," Erol, AYG","","","","","","","","","","","","","","","","","","","","","","","",""
1888,"J","Pelikan, Z",NA,"",NA,"Pelikan, Zdenek",NA,"","Chemokine profiles in blood associated with delayed asthmatic response to allergen challenge (Retraction of vol 107, pg 47, 2013)","RESPIRATORY MEDICINE","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0954-6111","1532-3064","",NA,NA,"JAN",2014,"108","1","",NA,"",NA,"227","227","","10.1016/j.rmed.2013.11.015","",NA,"Cardiac & Cardiovascular Systems; Respiratory System","Cardiovascular System & Cardiology; Respiratory System",NA,"WOS:000331921600028",NA,NA,2013,"Pelikan, Z","","","","","","","","","","","","","","","","","","","","","","","","",""
1889,"J","Schietroma, M; Carlei, F; Cecilia, EM; Piccione, F; Bianchi, Z; Amicucci, G",NA,"",NA,"Schietroma, Mario; Carlei, Francesco; Cecilia, Emanuela Marina; Piccione, Federica; Bianchi, Zuleyka; Amicucci, Gianfranco",NA,"","Colorectal Infraperitoneal Anastomosis: The Effects of Perioperative Supplemental Oxygen Administration on the Anastomotic Dehiscence (Retraction of vol 16, pg 427, 2012)","JOURNAL OF GASTROINTESTINAL SURGERY","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","SCHIETROMA, Mario/0000-0002-2698-5501",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1091-255X","1873-4626","",NA,NA,"JAN",2014,"18","1","",NA,"",NA,"219","219","","10.1007/s11605-013-2378-z","",NA,"Gastroenterology & Hepatology; Surgery","Gastroenterology & Hepatology; Surgery",NA,"WOS:000329405400051",NA,NA,2012,"Schietroma, M"," Carlei, F"," Cecilia, EM"," Piccione, F"," Bianchi, Z"," Amicucci, G","","","","","","","","","","","","","","","","","","","",""
1890,"J","Shi, W",NA,"",NA,"Shi, W.",NA,"","Skeletal Muscle-Specific CPT1 Deficiency Elevates Lipotoxic Intermediates but Preserves Insulin Sensitivity (Retraction of vol 2013, 163062, 2013)","JOURNAL OF DIABETES RESEARCH","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2314-6745","2314-6753","",NA,NA,"",2014,"","","",NA,"",NA,"","","784502","10.1155/2014/784502","",NA,"Endocrinology & Metabolism; Medicine, Research & Experimental","Endocrinology & Metabolism; Research & Experimental Medicine",NA,"WOS:000336536000001",NA,NA,2013,"Shi, W","","","","","","","","","","","","","","","","","","","","","","","","",""
1891,"J","Napoleao, P; Selas, M; Freixo, C; Carmo, MM; Viegas-Crespo, AM; Ferreira, RC; Pinheiro, T",NA,"",NA,"Napoleao, Patricia; Selas, Mafalda; Freixo, Claudia; Carmo, Miguel Mota; Viegas-Crespo, Ana Maria; Ferreira, Rui Cruz; Pinheiro, Teresa",NA,"","T lymphocytes alterations are associated with oxidized LDL, troponin T, white blood cells and C-reactive protein during acute myocardial infarction (Retraction of vol 55, pg 349, 2014)","CLINICAL HEMORHEOLOGY AND MICROCIRCULATION","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"Pinheiro, Teresa/K-1459-2013; Faculdade de Ciencias Medicas, Nova Medical School/K-6209-2013; CESAM, UA/M-3762-2015","Pinheiro, Teresa/0000-0002-1836-2603; ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1386-0291","1875-8622","",NA,NA,"",2014,"57","2","",NA,"",NA,"213","213","","10.3233/CH-141858","",NA,"Hematology; Peripheral Vascular Disease","Hematology; Cardiovascular System & Cardiology",NA,"WOS:000341927400014",NA,NA,2014,"Napoleao, P"," Selas, M"," Freixo, C"," Carmo, MM"," Viegas-Crespo, AM"," Ferreira, RC"," Pinheiro, T","","","","","","","","","","","","","","","","","","",""
1893,"J","Wang, L; Jiang, S",NA,"",NA,"Wang, L.; Jiang, S.",NA,"","Performance Analysis of High-Speed Deep/Shallow Recessed Hybrid Bearing (Retraction of vol 2013, 918767, 2013)","MATHEMATICAL PROBLEMS IN ENGINEERING","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1024-123X","1563-5147","",NA,NA,"",2014,"","","",NA,"",NA,"","","798350","10.1155/2014/798350","",NA,"Engineering, Multidisciplinary; Mathematics, Interdisciplinary Applications","Engineering; Mathematics",NA,"WOS:000345754200001",NA,NA,2013,"Wang, L"," Jiang, S","","","","","","","","","","","","","","","","","","","","","","","",""
1894,"J","Wang, X; Chen, J; Tong, H",NA,"",NA,"Wang, X.; Chen, J.; Tong, H.",NA,"","Iterative Schemes by a New Generalized Resolvent for a Monotone Mapping and a Relatively Weak Nonexpansive Mapping (Retraction of 603186, 2014)","JOURNAL OF APPLIED MATHEMATICS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1110-757X","1687-0042","",NA,NA,"",2014,"","","",NA,"",NA,"","","279526","10.1155/2014/279526","",NA,"Mathematics, Applied","Mathematics",NA,"WOS:000339739000001",NA,NA,2014,"Wang, X"," Chen, J"," Tong, H","","","","","","","","","","","","","","","","","","","","","","",""
1895,"J","Wang, YM; Xu, WP; Qiang, JB; Wong, CH; Shek, CH; Dong, C",NA,"",NA,"Wang, Y. M.; Xu, W. P.; Qiang, J. B.; Wong, C. H.; Shek, C. H.; Dong, C.",NA,"","The e/a criterion of Zr-based bulk metallic glasses (Retraction of vol 375, pg 411, 2004)","MATERIALS SCIENCE AND ENGINEERING A-STRUCTURAL MATERIALS PROPERTIES MICROSTRUCTURE AND PROCESSING","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"SHEK, Chan Hung /J-3857-2015","SHEK, Chan Hung /0000-0002-6870-523X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0921-5093","1873-4936","",NA,NA,"01-Jan",2014,"589","","",NA,"",NA,"310","310","","10.1016/j.msea.2003.10.215","",NA,"Nanoscience & Nanotechnology; Materials Science, Multidisciplinary; Metallurgy & Metallurgical Engineering","Science & Technology - Other Topics; Materials Science; Metallurgy & Metallurgical Engineering",NA,"WOS:000328521800038",NA,NA,2004,"Wang, YM"," Xu, WP"," Qiang, JB"," Wong, CH"," Shek, CH"," Dong, C","","","","","","","","","","","","","","","","","","","",""
1898,"J","Wu, WH; Kasuga, T; Nguyen, L; Fan, ZL",NA,"",NA,"Wu, Weihua; Kasuga, Takao; Lynn Nguyen; Fan, Zhiliang",NA,"","The effects of each beta-glucosidase gene deletion on cellulase gene regulation in Neurospora crassa (Retraction of vol 105, pg 269, 2014)","ANTONIE VAN LEEUWENHOEK INTERNATIONAL JOURNAL OF GENERAL AND MOLECULAR MICROBIOLOGY","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0003-6072","1572-9699","",NA,NA,"JAN",2014,"105","1","",NA,"",NA,"269","269","","10.1007/s10482-013-9972-7","",NA,"Microbiology","Microbiology",NA,"WOS:000329293600026",NA,NA,2014,"Wu, WH"," Kasuga, T"," Nguyen, L"," Fan, ZL","","","","","","","","","","","","","","","","","","","","","",""
1899,"J","Wu, Y",NA,"",NA,"Wu, Yong",NA,"","An integrated theoretical model for determinants of knowledge sharing behaviours (Retraction of vol 41, pg 1462, 2012)","KYBERNETES","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0368-492X","1758-7883","",NA,NA,"",2014,"43","5","",NA,"",NA,"835","835","","10.1108/K-06-2014-005","",NA,"Computer Science, Cybernetics","Computer Science",NA,"WOS:000341937600012",NA,NA,2012,"Wu, Y","","","","","","","","","","","","","","","","","","","","","","","","",""
1900,"J","Xiu, JN; Liu, X; Wang, H; Hu, CM; Luo, QH; Zhou, QQ",NA,"",NA,"Xiu, J. N.; Liu, X.; Wang, H.; Hu, C. M.; Luo, Q. H.; Zhou, Q. Q.",NA,"","Effects of destrin pathway mutations on the gene expression profile (Retraction of vol 13, pg 2628, 2014)","GENETICS AND MOLECULAR RESEARCH","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1676-5680","","",NA,NA,"",2014,"13","4","",NA,"",NA,"10599","10599","","10.4238/2014.April.8.5retraction","",NA,"Biochemistry & Molecular Biology; Genetics & Heredity","Biochemistry & Molecular Biology; Genetics & Heredity",NA,"WOS:000350229200095",NA,NA,2014,"Xiu, JN"," Liu, X"," Wang, H"," Hu, CM"," Luo, QH"," Zhou, QQ","","","","","","","","","","","","","","","","","","","",""
1901,"J","Xu, BJ; Liu, L; Liu, L; Li, XP; Li, XF; Wang, X",NA,"",NA,"Xu, Benjin; Liu, Ling; Liu, Li; Li, Xinping; Li, Xiaofang; Wang, Xin",NA,"","A Multiplex PCR Assay for the Rapid and Sensitive detection of Methicillin-Resistant Staphylococcus aureus and Simultaneous Discrimination of Staphylococcus aureus from Coagulase-Negative Staphylococci (Retraction of vol 77, pg M638, 2012)","JOURNAL OF FOOD SCIENCE","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Retraction: A Multiplex PCR Assay for the Rapid and Sensitive detection of Methicillin-Resistant Staphylococcus aureus and Simultaneous Discrimination of Staphylococcus aureus from Coagulase-Negative Staphylococci by Benjin Xu, Ling Liu, Li Liu, Xinping Li, Xiaofang Li, and Xin Wang The above article, published online on 26 October 2012 in Wiley Online Library (), and in Volume 77, No. 11, pp. M638-642, November 2012, has been retracted by agreement between the authors, the journal Editor in Chief, E. Allen Foegeding, and Wiley Periodicals, Inc. The retraction has been agreed due to data fabrication and unattributed overlap with A Pentaplex PCR Assay for the Rapid Detection of Methicillin-Resistant Staphylococcus aureus and Panton-Valtentine Leucocidin by Hassanain Al-Talib, Chan Yean, Yean, Alyaa Al-Khateeb, Habsan Hassan, Kirnpal-Kaur Banga Singh, Karim Al-Jashamy, and Manickam Ravichandran (BMC Microbiology 9:113, May 2009, doi: ). Author Xu has confirmed that he alone committed this misconduct, submitting the article without the knowledge or agreement of his co-authors, and he accepts full responsibility for its publication. The Journal of Food Science holds its authors to a high ethical standard and will not tolerate such misconduct. From mid-2010 through 2012, we randomly checked submitted papers for similarity to other sources via CrossCheck powered by iThenticate. In late 2012, just after Xu's article was accepted, we began to require that all accepted papers had been run through a plagiarism check, and since May 2013, all papers are checked through iThenticate upon submission to ScholarOne Manuscripts.",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0022-1147","1750-3841","",NA,NA,"JAN",2014,"79","1","",NA,"",NA,"IV","IV","","10.1111/1750-3841.12351","",NA,"Food Science & Technology","Food Science & Technology",NA,"WOS:000330106600019",NA,NA,2012,"Xu, BJ"," Liu, L"," Liu, L"," Li, XP"," Li, XF"," Wang, X","","","","","","","","","","","","","","","","","","","",""
1902,"J","Yan, C; Yang, B; Yu, ZC",NA,"",NA,"Yan, Chao; Yang, Bin; Yu, Zhicheng",NA,"","Methanol-induced conformation transition of gland fibroin monitored by FTIR spectroscopy and terahertz spectroscopy (Retraction of vol 139, pg 1967, 2014)","ANALYST","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0003-2654","1364-5528","",NA,NA,"",2014,"139","23","",NA,"",NA,"6310","6310","","10.1039/c4an90084g","",NA,"Chemistry, Analytical","Chemistry",NA,"WOS:000344523800035",25292247,NA,2014,"Yan, C"," Yang, B"," Yu, ZC","","","","","","","","","","","","","","","","","","","","","","",""
1903,"J","Zhang, G; Chen, L; Ha, W",NA,"",NA,"Zhang, G.; Chen, L.; Ha, W.",NA,"","Service Selection of Ensuring Transactional Reliability and QoS for Web Service Composition (Retraction of 641361, pg 15, 2012)","MATHEMATICAL PROBLEMS IN ENGINEERING","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1024-123X","1563-5147","",NA,NA,"",2014,"","","",NA,"",NA,"","","863485","10.1155/2014/863485","",NA,"Engineering, Multidisciplinary; Mathematics, Interdisciplinary Applications","Engineering; Mathematics",NA,"WOS:000330702300001",NA,NA,2012,"Zhang, G"," Chen, L"," Ha, W","","","","","","","","","","","","","","","","","","","","","","",""
1904,"J","Zhou, ZH; Wang, CX; Liu, HB; Huang, QH; Wang, M; Lei, YX",NA,"",NA,"Zhou, Zhiheng; Wang, Caixia; Liu, Haibai; Huang, Qinhai; Wang, Min; Lei, Yixiong",NA,"","Cadmium Induced Cell Apoptosis, DNA Damage, Decreased DNA Repair Capacity, and Genomic Instability during Malignant Transformation of Human Bronchial Epithelial Cells (Retraction of vol 10, pg 1485, 2013)","INTERNATIONAL JOURNAL OF MEDICAL SCIENCES","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1449-1907","","",NA,NA,"",2014,"11","3","",NA,"",NA,"246","246","","10.7150/ijms.8533","",NA,"Medicine, General & Internal","General & Internal Medicine",NA,"WOS:000334608800005",NA,NA,2013,"Zhou, ZH"," Wang, CX"," Liu, HB"," Huang, QH"," Wang, M"," Lei, YX","","","","","","","","","","","","","","","","","","","",""
1908,"J","Brown, WM; Cronk, L; Grochow, K; Jacobson, A; Liu, CK; Popovic, Z; Trivers, R",NA,"",NA,"Brown, William M.; Cronk, Lee; Grochow, Keith; Jacobson, Amy; Liu, C. Karen; Popovic, Zoran; Trivers, Robert",NA,"","Dance reveals symmetry especially in young men (Retraction of vol 438, pg 1148, 2005)","NATURE","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"Brown, William/B-5665-2008","Brown, William/0000-0001-6875-4296",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0028-0836","1476-4687","",NA,NA,"19-Dec",2013,"504","7480","",NA,"",NA,"470","470","","10.1038/nature12728","",NA,"Multidisciplinary Sciences","Science & Technology - Other Topics",NA,"WOS:000328575300059",NA,NA,2005,"Brown, WM"," Cronk, L"," Grochow, K"," Jacobson, A"," Liu, CK"," Popovic, Z"," Trivers, R","","","","","","","","","","","","","","","","","","",""
1909,"J","Jiang, PF; Zhu, T; Gao, JD; Gao, F; Mao, SS; Zhao, WT; Gu, WZ; Yu, HM",NA,"",NA,"Jiang, P. F.; Zhu, T.; Gao, J. D.; Gao, F.; Mao, S. S.; Zhao, W. T.; Gu, W. Z.; Yu, H. M.",NA,"","THE EFFECT OF MATERNAL INFECTION ON COGNITIVE DEVELOPMENT AND HIPPOCAMPUS NEURONAL APOPTOSIS, PROLIFERATION AND DIFFERENTIATION IN THE NEONATAL RATS (Retraction of vol 246, pg 422, 2013)","NEUROSCIENCE","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0306-4522","1873-7544","",NA,NA,"19-Dec",2013,"254","","",NA,"",NA,"476","476","","10.1016/j.neuroscience.2013.09.039","",NA,"Neurosciences","Neurosciences & Neurology",NA,"WOS:000327279400039",NA,NA,2013,"Jiang, PF"," Zhu, T"," Gao, JD"," Gao, F"," Mao, SS"," Zhao, WT"," Gu, WZ"," Yu, HM","","","","","","","","","","","","","","","","","",""
1910,"J","Zhang, W; Wang, PJ; Li, MH; Gao, XL; Gu, GJ; Shao, ZH",NA,"",NA,"Zhang, W.; Wang, P. J.; Li, M. H.; Gao, X. L.; Gu, G. J.; Shao, Z. H.",NA,"","1H-MRS CAN MONITOR METABOLITES CHANGES OF LATERAL INTRAVENTRICULAR BDNF INFUSION INTO A MOUSE MODEL OF ALZHEIMER'S DISEASE IN VIVO (Retraction of vol 245, pg 40, 2013)","NEUROSCIENCE","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0306-4522","1873-7544","",NA,NA,"19-Dec",2013,"254","","",NA,"",NA,"477","477","","10.1016/j.neuroscience.2013.04.065","",NA,"Neurosciences","Neurosciences & Neurology",NA,"WOS:000327279400040",NA,NA,2013,"Zhang, W"," Wang, PJ"," Li, MH"," Gao, XL"," Gu, GJ"," Shao, ZH","","","","","","","","","","","","","","","","","","","",""
1911,"J","Zeng, Y; Tan, M; Kohyama, J; Sneddon, M; Watson, JB; Sun, YE; Xie, CW",NA,"",NA,"Zeng, Yan; Tan, Miao; Kohyama, Jun; Sneddon, Marissa; Watson, Joseph B.; Sun, Yi E.; Xie, Cui-Wei",NA,"","Zeng et al., Epigenetic Enhancement of BDNF Signaling Rescues Synaptic Plasticity in Aging (Retraction of December, pg 17800, 2011)","JOURNAL OF NEUROSCIENCE","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0270-6474","","",NA,NA,"11-Dec",2013,"33","50","",NA,"",NA,"19735","19735","","10.1523/JNEUROSCI.4832-13.2013","",NA,"Neurosciences","Neurosciences & Neurology",NA,"WOS:000328626800035",NA,NA,2011,"Zeng, Y"," Tan, M"," Kohyama, J"," Sneddon, M"," Watson, JB"," Sun, YE"," Xie, CW","","","","","","","","","","","","","","","","","","",""
1913,"J","Schuerwegh, AJM; Ioan-Facsinay, A; Dorjee, AL; Roos, J; Bajema, IM; van der Voort, EIH; Huizinga, TWJ; Toes, REM",NA,"",NA,"Schuerwegh, A. J. M.; Ioan-Facsinay, A.; Dorjee, A. L.; Roos, J.; Bajema, I. M.; van der Voort, E. I. H.; Huizinga, T. W. J.; Toes, R. E. M.",NA,"","Evidence for a functional role of IgE anticitrullinated protein antibodies in rheumatoid arthritis (Retraction of vol 107, pg 2586, 2010)","PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0027-8424","","",NA,NA,"10-Dec",2013,"110","50","",NA,"",NA,"20345","20345","","10.1073/pnas.1320459110","",NA,"Multidisciplinary Sciences","Science & Technology - Other Topics",NA,"WOS:000328061700084",24277813,NA,2010,"Schuerwegh, AJM"," Ioan-Facsinay, A"," Dorjee, AL"," Roos, J"," Bajema, IM"," van der Voort, EIH"," Huizinga, TWJ"," Toes, REM","","","","","","","","","","","","","","","","","",""
1916,"J","Dou, YF; Liu, TL",NA,"",NA,"Dou, Yifan; Liu, Tianliang",NA,"","EXPLORING THE VALUE OF INSTALLED BASE: PRICING INFORMATION GOODS UNDER VALUE DEPRECIATION AND CONSUMER SOCIAL LEARNING (Retraction of vol 22, pg 362, 2013)","JOURNAL OF SYSTEMS SCIENCE AND SYSTEMS ENGINEERING","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1004-3756","1861-9576","",NA,NA,"DEC",2013,"22","4","",NA,"",NA,"505","505","","10.1007/s11518-013-5236-3","",NA,"Operations Research & Management Science","Operations Research & Management Science",NA,"WOS:000329096600009",NA,NA,2013,"Dou, YF"," Liu, TL","","","","","","","","","","","","","","","","","","","","","","","",""
1917,"J","Dwivedi, AK; Dubey, VK",NA,"",NA,"Dwivedi, A. K.; Dubey, V. K.",NA,"","Advancements in morphometric differentiation: a review on stock identification among fish populations (Retraction of vol 23, pg 23, 2013)","REVIEWS IN FISH BIOLOGY AND FISHERIES","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0960-3166","1573-5184","",NA,NA,"DEC",2013,"23","4","",NA,"",NA,"557","557","","10.1007/s11160-013-9322-x","",NA,"Fisheries; Marine & Freshwater Biology","Fisheries; Marine & Freshwater Biology",NA,"WOS:000327094000011",NA,NA,2013,"Dwivedi, AK"," Dubey, VK","","","","","","","","","","","","","","","","","","","","","","","",""
1918,"J","Ito, S; Takeyama, K; Yamamoto, A; Sawatsubashi, S; Shirode, Y; Kouzmenko, A; Tabata, T; Kato, S",NA,"",NA,"Ito, Saya; Takeyama, Ken-ichi; Yamamoto, Ayako; Sawatsubashi, Shun; Shirode, Yuko; Kouzmenko, Alexander; Tabata, Tetsuya; Kato, Shigeaki",NA,"","In vivo potentiation of human oestrogen receptor alpha by Cdk7-mediated phosphorylation (Retraction of vol 9, pg 983, 2004)","GENES TO CELLS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Retraction: The above article in Genes to Cells (doi: ), published online on 6 October 2004 in Wiley Online Library (http://onlinelibrary.wiley.com/), has been retracted by agreement between the authors, the journal Editor in Chief, Mitsuhiro Yanagida, and Wiley Publishing Asia Pty Ltd. The retraction has been agreed to due to multiple usage of the tissue images in Figures 1(B), 2, 3(C), 4 and 6, and the absence of the gel image for the lane 5 of GFP' in Figure 1(B).",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1356-9597","1365-2443","",NA,NA,"DEC",2013,"18","12","",NA,"",NA,"1144","1144","","10.1111/gtc.12110","",NA,"Cell Biology; Genetics & Heredity","Cell Biology; Genetics & Heredity",NA,"WOS:000328057600008",NA,NA,2004,"Ito, S"," Takeyama, K"," Yamamoto, A"," Sawatsubashi, S"," Shirode, Y"," Kouzmenko, A"," Tabata, T"," Kato, S","","","","","","","","","","","","","","","","","",""
1919,"J","Li, SR; Zhang, Y; Deng, KJ; Peng, JH; Zeng, XL; Zhang, HQ; Ren, ZL",NA,"",NA,"Li, Shuangrong; Zhang, Yong; Deng, Kejun; Peng, Jinhua; Zeng, Xuelian; Zhang, Huaiqiong; Ren, Zhenglong",NA,"","Analysis of DNA methylation polymorphism in a set of stable chromosome translocation lines (Retraction of vol 32, pg 165, 2013)","MOLECULAR BREEDING","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1380-3743","1572-9788","",NA,NA,"DEC",2013,"32","4","",NA,"",NA,"987","987","","10.1007/s11032-013-9975-0","",NA,"Agronomy; Plant Sciences; Genetics & Heredity; Horticulture","Agriculture; Plant Sciences; Genetics & Heredity",NA,"WOS:000327251700022",NA,NA,2013,"Li, SR"," Zhang, Y"," Deng, KJ"," Peng, JH"," Zeng, XL"," Zhang, HQ"," Ren, ZL","","","","","","","","","","","","","","","","","","",""
1920,"J","Lichtenthaler, U",NA,"",NA,"Lichtenthaler, Ulrich",NA,"","Absorptive Capacity, Environmental Turbulence, and the Complementarity of Organizational Learning Processes (Retraction of vol 52, pg 822, 2009)","ACADEMY OF MANAGEMENT JOURNAL","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0001-4273","1948-0989","",NA,NA,"DEC",2013,"56","6","",NA,"",NA,"1830","1830","","10.5465/amj.2013.3001","",NA,"Business; Management","Business & Economics",NA,"WOS:000328918700014",NA,NA,2009,"Lichtenthaler, U","","","","","","","","","","","","","","","","","","","","","","","","",""
1922,"J","Liu, XB; Leung, S; Wang, CX; Tan, Z; Wang, J; Guo, TB; Fang, L; Zhao, YG; Wan, B; Qin, X; Lu, LM; Li, RS; Pan, H; Song, MJ; Liu, AL; Hong, J; Lu, HT; Zhang, JWZ",NA,"",NA,"Liu, Xuebin; Leung, Stewart; Wang, Chunxia; Tan, Zhu; Wang, Ji; Guo, Taylor B.; Fang, Lei; Zhao, Yonggang; Wan, Bing; Qin, Xia; Lu, Limin; Li, Runsheng; Pan, Heng; Song, Mingjuan; Liu, Ailian; Hong, Jian; Lu, Hongtao; Zhang, Jingwu Z.",NA,"","Crucial role of interleukin-7 in T helper type 17 survival and expansion in autoimmune disease (Retraction of vol 16, pg 191, 2010)","NATURE MEDICINE","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1078-8956","1546-170X","",NA,NA,"DEC",2013,"19","12","",NA,"",NA,"1673","1673","","","",NA,"Biochemistry & Molecular Biology; Cell Biology; Medicine, Research & Experimental","Biochemistry & Molecular Biology; Cell Biology; Research & Experimental Medicine",NA,"WOS:000328181400039",NA,NA,2010,"Liu, XB"," Leung, S"," Wang, CX"," Tan, Z"," Wang, J"," Guo, TB"," Fang, L"," Zhao, YG"," Wan, B"," Qin, X"," Lu, LM"," Li, RS"," Pan, H"," Song, MJ"," Liu, AL"," Hong, J"," Lu, HT"," Zhang, JWZ","","","","","","","",""
1923,"J","Narjis, A; Elkaaouachi, A; Dlimi, S; Biskupski, G; Daoudi, E; Errai, M; Sybous, A; Limounya, L",NA,"",NA,"Narjis, A.; Elkaaouachi, A.; Dlimi, S.; Biskupski, G.; Daoudi, E.; Errai, M.; Sybous, A.; Limounya, L.",NA,"","Granular and intergranular conduction in La1.32Sr1.68Mn2O7 layered manganite system (Retraction of vol 419, pg 7, 2013)","PHYSICA B-CONDENSED MATTER","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0921-4526","1873-2135","",NA,NA,"01-Dec",2013,"430","","",NA,"",NA,"114","114","","10.1010/j.physb.2013.08.043","",NA,"Physics, Condensed Matter","Physics",NA,"WOS:000325749600022",NA,NA,2013,"Narjis, A"," Elkaaouachi, A"," Dlimi, S"," Biskupski, G"," Daoudi, E"," Errai, M"," Sybous, A"," Limounya, L","","","","","","","","","","","","","","","","","",""
